system:index,aoi_area_m2,aspect_max,aspect_mean,aspect_min,aspect_stdDev,buffer_m,delivery_extent_area_m2,elevation_max,elevation_mean,elevation_min,elevation_stdDev,export_requested_at_utc,output_resolution_m,processing_crs,region_id,region_name_zh,slope_max,slope_mean,slope_min,slope_stdDev,source_asset_id,total_pixel_count,valid_dem_coverage_percent,valid_dem_pixel_count,.geo
0,6.594646860054009E9,359.0,150.78515494838004,0.0,109.34059082702382,5000,9.451378416227173E9,448,26.431036121008038,-98,31.73251430525567,2026-09-10T07:55:07.960Z,30,EPSG:32650,nanjing,南京市,69.0,3.03356026760342,0.0,3.9035181922740927,projects/my-project-260421-494009/assets/nanjing_boundary_wgs84,10493484,99.99958192542881,1.0493440129411764E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
