system:index,band_name,boundary_delivery_crs,boundary_downloaded_at,boundary_license_or_terms,boundary_original_crs,boundary_source_provider,boundary_source_url,boundary_source_version,data_currency_type,dataset_id,downloaded_at,export_format,export_requested_at_utc,interpretation_limit,license_or_terms,nodata,output_crs,output_file,output_resolution_m,pixel_type,prefecture_boundary_asset_id,processing_method,processing_software,product_name,provider,province_boundary_asset_id,qa_status,region_id,region_name_zh,schema_version,sha256,source_asset_id,source_band,source_band_unit,source_dataset_id,source_doi,source_native_resolution_m,source_product_name,source_sensor_or_model,source_url,source_version,source_year,spatial_scope,statistics_method,statistics_resolution_m,temporal_coverage,tree_class_name,tree_class_value,value_meaning,.geo
0,tree_cover_percent,WGS 84 / OGC:CRS84,2026-09-20,not_provided_by_source,CGCS2000 / EPSG:4490,国家地理信息公共服务平台（天地图）,https://cloudcenter.tianditu.gov.cn/administrativeDivision,not_provided_by_source,static,jiangsu_tree_cover_overview_2021_v200,2026-09-20,GeoTIFF (cloud optimized) + CSV,2026-09-20T12:55:02.238Z,"Remote-sensing tree cover only; not an official forest boundary, forest-resource survey, tree-species map, or fuel-load estimate",CC BY 4.0,255,EPSG:3857,jiangsu_tree_cover_overview_2021_v200_100m_epsg3857.tif,100,UInt8,projects/my-project-260421-494009/assets/jiangsu_prefecture_boundaries_wgs84,WorldCover class 10 converted to 0/1 at native 10 m; area-weighted mean aggregated to 100 m overview pixels,Google Earth Engine,tree_cover_percent_overview,ESA WorldCover Consortium,projects/my-project-260421-494009/assets/jiangsu_province_boundary_wgs84,PASS,jiangsu,江苏省,fire-patrol-geo-metadata-v1,8C51B704195289402007B76E9FCF2C474B4D50C4810E639D492789DB3BC19955,ESA/WorldCover/v200,Map,land-cover class code,ESA_WorldCover_2021_v200,10.5281/zenodo.7254221,10,ESA WorldCover 10 m 2021,Sentinel-1 SAR + Sentinel-2 MSI derived land-cover product,https://developers.google.com/earth-engine/datasets/catalog/ESA_WorldCover_v200,v200,2021,Jiangsu provincial administrative boundary,Tree-cover and valid-source areas summed from native-classification mask at 10 m for the province and 13 prefectures,10,2021-01-01/2022-01-01,Tree cover,10,0--100 = percent of valid source area classified as WorldCover class 10; 255 = NoData,"{""type"":""MultiPoint"",""coordinates"":[]}" 
