system:index,aoi_asset_id,band_name,boundary_downloaded_at,boundary_license_or_terms,boundary_source_provider,boundary_source_url,boundary_source_version,buffer_m,data_currency_type,dataset_id,downloaded_at,export_format,export_requested_at_utc,interpretation_limit,license_or_terms,native_resolution,nodata,output_crs,output_file,output_resolution_m,pixel_type,processing_method,processing_software,product_name,provider,qa_status,region_id,region_name_zh,schema_version,sensor_or_model,sha256,source_asset_id,source_band,source_band_unit,source_dataset_id,source_url,source_version,spatial_scope,static_data_date,temporal_coverage,value_meaning,.geo,access_platform,official_product_page,product_doi,class_count,boundary_original_crs,boundary_processing_history,export_destination,local_delivery_path,license_url
0,projects/my-project-260421-494009/assets/nanjing_boundary_wgs84,landcover,2026-09-10,Tianditu terms and attribution requirements; exact dataset-specific license was not provided in the download record,国家地理信息公共服务平台（天地图）,https://cloudcenter.tianditu.gov.cn/administrativeDivision,not_provided_by_source,5000,static,nanjing_worldcover_2021_v200_landcover,2026-09-20,GeoTIFF (cloud optimized),2026-09-19T14:54:53.743Z,"Class 10 and the derived tree-cover mask are remote-sensing tree cover, not an official forest management boundary or forest-resource survey",CC BY 4.0,10 m,255,EPSG:32650,nanjing_worldcover_2021_v200_10m_epsg32650_landcover.tif,10,UInt8,ESA WorldCover 2021 v200 clipped to Nanjing municipal boundary plus 5 km; exported to EPSG:32650 at 10 m; categorical values use nearest-neighbor sampling,Google Earth Engine,landcover,ESA WorldCover Consortium,PASS,nanjing,南京市,fire-patrol-geo-metadata-v1,Land-cover product derived from Sentinel-1 and Sentinel-2 data,B118CC683251E589ECB9EDC1E20D057A304FCD97A95B66B4DB8484FD1C32F55C,ESA/WorldCover/v200,Map,land-cover class code,ESA_WorldCover_2021_v200,https://developers.google.com/earth-engine/datasets/catalog/ESA_WorldCover_v200,2021 v200,Nanjing municipal boundary plus 5000 m buffer,2021,2021-01-01/2022-01-01,"Official WorldCover codes: 10,20,30,40,50,60,70,80,90,95,100","{""type"":""MultiPoint"",""coordinates"":[]}",Google Earth Engine,https://esa-worldcover.org/en/data-access,10.5281/zenodo.7254221,11,CGCS2000 (EPSG:4490),Tianditu administrative division -> CGCS2000 source geometry -> WGS84 delivery boundary -> 5 km metric buffer in EPSG:32650,Google Drive,data/nanjing/worldcover/nanjing_worldcover_2021_v200_10m_epsg32650_landcover.tif,https://creativecommons.org/licenses/by/4.0/
1,projects/my-project-260421-494009/assets/nanjing_boundary_wgs84,tree_cover,2026-09-10,Tianditu terms and attribution requirements; exact dataset-specific license was not provided in the download record,国家地理信息公共服务平台（天地图）,https://cloudcenter.tianditu.gov.cn/administrativeDivision,not_provided_by_source,5000,static,nanjing_worldcover_2021_v200_tree_cover,2026-09-20,GeoTIFF (cloud optimized),2026-09-19T14:54:53.743Z,"Class 10 and the derived tree-cover mask are remote-sensing tree cover, not an official forest management boundary or forest-resource survey",CC BY 4.0,10 m,255,EPSG:32650,nanjing_worldcover_2021_v200_10m_epsg32650_tree_cover.tif,10,UInt8,"Derived from ESA WorldCover 2021 v200 with source class 10 mapped to 1, all other valid source classes mapped to 0; clipped and exported to EPSG:32650 at 10 m",Google Earth Engine,tree_cover,ESA WorldCover Consortium,PASS,nanjing,南京市,fire-patrol-geo-metadata-v1,Land-cover product derived from Sentinel-1 and Sentinel-2 data,B821575A660810D1B2350B6EE699986D8BE02AE1AF091577D449ABE740E1CB00,ESA/WorldCover/v200,Map,land-cover class code,ESA_WorldCover_2021_v200,https://developers.google.com/earth-engine/datasets/catalog/ESA_WorldCover_v200,2021 v200,Nanjing municipal boundary plus 5000 m buffer,2021,2021-01-01/2022-01-01,Derived mask: 1=source class 10; 0=other valid classes; 255=NoData,"{""type"":""MultiPoint"",""coordinates"":[]}",Google Earth Engine,https://esa-worldcover.org/en/data-access,10.5281/zenodo.7254221,11,CGCS2000 (EPSG:4490),Tianditu administrative division -> CGCS2000 source geometry -> WGS84 delivery boundary -> 5 km metric buffer in EPSG:32650,Google Drive,data/nanjing/worldcover/nanjing_worldcover_2021_v200_10m_epsg32650_tree_cover.tif,https://creativecommons.org/licenses/by/4.0/
